name                ,dob       ,visit_date,date      ,theft_date
Olin Holladay       ,25/07/1997,2016-10-24,2016-10-24,
Frank Figueroa      ,23/07/1997,2016-10-24,2016-10-24,
Lucille Bell        ,07/09/1997,2016-10-24,2016-10-24,
Raymond Shannon     ,06/08/1997,2016-10-24,2016-10-24,
Gayle Alexander     ,16/09/1997,2016-10-24,2016-10-24,
Carolyn Ave         ,29/10/1997,2016-10-24,2016-10-24,
Keith Sharp         ,23/09/1997,2016-10-24,2016-10-24,
Robert Parker       ,01/10/1997,2016-10-24,2016-10-24,
Daniel Guzman       ,04/10/1997,2016-10-24,2016-10-24,
Daniel Harris       ,07/10/1997,2016-10-24,2016-10-24,
Louis Timchula      ,07/10/1997,2016-10-24,2016-10-24,
Kathryn Dean        ,11/10/1997,2016-10-24,2016-10-24,
Lisa Sing           ,23/10/1997,2016-10-24,2016-10-24,
Morris Thompson     ,18/07/1997,2016-10-24,2016-10-24,
Ramon Copper        ,12/11/1997,2016-10-24,2016-10-24,
Michelle Riesner    ,18/11/1997,2016-10-24,2016-10-24,
Amanda Paquette     ,14/12/1997,2016-10-24,2016-10-24,
Alice Seidel        ,18/09/1997,2016-10-24,2016-10-24,
Charles Betts       ,18/07/1997,2016-10-24,2016-10-24,
Ada Tejeda          ,24/05/1997,2016-10-24,2016-10-24,
Teresa Bahlmann     ,09/07/1997,2016-10-24,2016-10-24,
Shirley Walter      ,04/03/1997,2016-10-24,2016-10-24,
Pamela Saltzman     ,06/03/1997,2016-10-24,2016-10-24,
Leslie Casey        ,07/03/1997,2016-10-24,2016-10-24,
Bryant Ahearn       ,08/03/1997,2016-10-24,2016-10-24,
Mary Vanauker       ,24/03/1997,2016-10-24,2016-10-24,
Thomas Mann         ,05/04/1997,2016-10-24,2016-10-24,
Roger Williams      ,10/04/1997,2016-10-24,2016-10-24,
Melissa Balser      ,11/04/1997,2016-10-24,2016-10-24,
Adrienne Raney      ,16/04/1997,2016-10-24,2016-10-24,
Robert Zohn         ,22/04/1997,2016-10-24,2016-10-24,
Jerry Tracy         ,17/07/1997,2016-10-24,2016-10-24,
Donna Riess         ,01/05/1997,2016-10-24,2016-10-24,
Charles Crandall    ,12/05/1997,2016-10-24,2016-10-24,
Lawrence Olsen      ,15/05/1997,2016-10-24,2016-10-24,
Lisa Gustavson      ,22/05/1997,2016-10-24,2016-10-24,
Polly Mujalli       ,28/05/1997,2016-10-24,2016-10-24,
Christopher Mather  ,02/06/1997,2016-10-24,2016-10-24,
Chester Garske      ,08/06/1997,2016-10-24,2016-10-24,
Joseph Franklin     ,08/06/1997,2016-10-24,2016-10-24,
Kellie Florio       ,13/06/1997,2016-10-24,2016-10-24,
Benjamin Collins    ,25/06/1997,2016-10-24,2016-10-24,
Cory Simpson        ,01/07/1997,2016-10-24,2016-10-24,
Thomas Vanderwal    ,06/05/1997,2016-10-24,2016-10-24,
Deanne Fisher       ,08/04/1997,2016-10-24,2016-10-24,
David Graves        ,03/02/1997,2016-10-24,2016-10-24,
Amanda Darroch      ,21/10/1990,2016-10-24,2016-10-24,
Katherine Gore      ,30/03/1996,2016-10-24,2016-10-24,
Patricia Nelson     ,06/04/1996,2016-10-24,2016-10-24,
James Smith         ,10/04/1996,2016-10-24,2016-10-24,
Adam Johnson        ,11/04/1996,2016-10-24,2016-10-24,
Hazel Olberding     ,16/04/1996,2016-10-24,2016-10-24,
Henry Torres        ,02/05/1996,2016-10-24,2016-10-24,
John Flora          ,15/05/1996,2016-10-24,2016-10-24,
Roger Ballance      ,16/05/1996,2016-10-24,2016-10-24,
Kimberly Fletcher   ,23/05/1996,2016-10-24,2016-10-24,
Ardis Haley         ,29/05/1996,2016-10-24,2016-10-24,
John Vildosola      ,29/05/1996,2016-10-24,2016-10-24,
Sheila Fitzgerald   ,30/05/1996,2016-10-24,2016-10-24,
Sarah Mckeon        ,02/06/1996,2016-10-24,2016-10-24,
Jennifer Gearhart   ,14/06/1996,2016-10-24,2016-10-24,
Henry Brunson       ,21/06/1996,2016-10-24,2016-10-24,
Felicia Preece      ,09/07/1996,2016-10-24,2016-10-24,
Sheila Burch        ,18/07/1996,2016-10-24,2016-10-24,
Nellie Carney       ,19/07/1996,2016-10-24,2016-10-24,
Myra Segura         ,28/07/1996,2016-10-24,2016-10-24,
Robert Tweed        ,29/03/1996,2016-10-24,2016-10-24,
Melanie Cooke       ,31/07/1996,2016-10-24,2016-10-24,
Susan Brown         ,23/03/1996,2016-10-24,2016-10-24,
Cynthia Barrier     ,10/03/1996,2016-10-24,2016-10-24,
Joseph Hirneise     ,18/12/1995,2016-10-24,2016-10-24,
Elizabeth Wolley    ,29/12/1995,2016-10-24,2016-10-24,
Maida Valdez        ,01/01/1996,2016-10-24,2016-10-24,
Ronald Snook        ,03/01/1996,2016-10-24,2016-10-24,
Jeremy Garbe        ,04/01/1996,2016-10-24,2016-10-24,
Kim Holm            ,08/01/1996,2016-10-24,2016-10-24,
Margaret Hickman    ,08/01/1996,2016-10-24,2016-10-24,
Nicole Mcglone      ,13/01/1996,2016-10-24,2016-10-24,
Susan Hart          ,13/01/1996,2016-10-24,2016-10-24,
John Gill           ,18/01/1996,2016-10-24,2016-10-24,
Frances Schiavone   ,26/01/1996,2016-10-24,2016-10-24,
Tristan Chen        ,01/02/1996,2016-10-24,2016-10-24,
Steven Jones        ,03/02/1996,2016-10-24,2016-10-24,
Victor Ortiz        ,03/02/1996,2016-10-24,2016-10-24,
John Davis          ,05/02/1996,2016-10-24,2016-10-24,
Julia Lewis         ,13/02/1996,2016-10-24,2016-10-24,
Francis Bunting     ,24/02/1996,2016-10-24,2016-10-24,
Arthur Wall         ,29/02/1996,2016-10-24,2016-10-24,
Haley Fundora       ,02/03/1996,2016-10-24,2016-10-24,
Jack Hawkins        ,23/03/1996,2016-10-24,2016-10-24,
Guillermo Johnson   ,10/12/1995,2016-10-24,2016-10-24,
Joelle Grimaud      ,03/08/1996,2016-10-24,2016-10-24,
Cassidy Williams    ,14/08/1996,2016-10-24,2016-10-24,
Willie Gould        ,08/11/1996,2016-10-24,2016-10-24,
Christine Victoria  ,26/11/1996,2016-10-24,2016-10-24,
Mae Trent           ,29/11/1996,2016-10-24,2016-10-24,
Fred Massenburg     ,02/12/1996,2016-10-24,2016-10-24,
Suzanne Larson      ,02/12/1996,2016-10-24,2016-10-24,
Kim Redding         ,03/12/1996,2016-10-24,2016-10-24,
Joshua Penttila     ,08/12/1996,2016-10-24,2016-10-24,
Sylvia Mcafee       ,09/12/1996,2016-10-24,2016-10-24,
Ivan Sundby         ,23/12/1996,2016-10-24,2016-10-24,
Olivia Aspinall     ,24/12/1996,2016-10-24,2016-10-24,
Daniel Cortez       ,28/12/1996,2016-10-24,2016-10-24,
Gary Arnold         ,30/12/1996,2016-10-24,2016-10-24,
Samuel Fierro       ,02/01/1997,2016-10-24,2016-10-24,
Sean Cole           ,05/01/1997,2016-10-24,2016-10-24,
Clyde Bradley       ,15/01/1997,2016-10-24,2016-10-24,
Lillian Mcnair      ,19/01/1997,2016-10-24,2016-10-24,
Earl Weber          ,24/01/1997,2016-10-24,2016-10-24,
Johnnie Mcmillan    ,25/01/1997,2016-10-24,2016-10-24,
Linda Vasquez       ,28/01/1997,2016-10-24,2016-10-24,
Martha Fitzpatrick  ,04/11/1996,2016-10-24,2016-10-24,
Matthew Foster      ,04/08/1996,2016-10-24,2016-10-24,
Alan Shoemake       ,28/10/1996,2016-10-24,2016-10-24,
Jane Burton         ,18/10/1996,2016-10-24,2016-10-24,
Tasia Capehart      ,17/08/1996,2016-10-24,2016-10-24,
Lucia Davis         ,22/08/1996,2016-10-24,2016-10-24,
David Reid          ,27/08/1996,2016-10-24,2016-10-24,
Cynthia Allen       ,29/08/1996,2016-10-24,2016-10-24,
Ruth Vise           ,01/09/1996,2016-10-24,2016-10-24,
Shawn Jimeson       ,02/09/1996,2016-10-24,2016-10-24,
Larry Drabant       ,03/09/1996,2016-10-24,2016-10-24,
Michael Walden      ,03/09/1996,2016-10-24,2016-10-24,
Janet Greene        ,06/09/1996,2016-10-24,2016-10-24,
Arthur Freund       ,07/09/1996,2016-10-24,2016-10-24,
Keith Hayward       ,09/09/1996,2016-10-24,2016-10-24,
Brittany Calvert    ,18/09/1996,2016-10-24,2016-10-24,
Woodrow Johnston    ,28/09/1996,2016-10-24,2016-10-24,
Joshua Braswell     ,29/09/1996,2016-10-24,2016-10-24,
Earl Gafford        ,30/09/1996,2016-10-24,2016-10-24,
Justin Godoy        ,30/09/1996,2016-10-24,2016-10-24,
Jenni Ager          ,01/10/1996,2016-10-24,2016-10-24,
Cecil Fryer         ,07/10/1996,2016-10-24,2016-10-24,
Debra Kelley        ,12/10/1996,2016-10-24,2016-10-24,
Maria Prevost       ,20/10/1996,2016-10-24,2016-10-24,
Phillip Brown       ,08/02/1997,2016-10-24,2016-10-24,
Dawn Douglas        ,10/12/1995,2016-10-24,2016-10-24,
Rafael Ellis        ,17/11/1995,2016-10-24,2016-10-24,
Stephen Diggins     ,18/01/1994,2016-10-24,2016-10-24,
Isaac Myers         ,01/03/1994,2016-10-24,2016-10-24,
Lewis Rustrian      ,25/02/1997,2016-10-24,2016-10-24,
Laura Sotelo        ,06/04/1994,2016-10-24,2016-10-24,
Mary Laura          ,09/04/1994,2016-10-24,2016-10-24,
Louise Horabik      ,10/04/1994,2016-10-24,2016-10-24,
Domingo Banks       ,12/06/1994,2016-10-24,2016-10-24,
Carey Hamilton      ,10/07/1994,2016-10-24,2016-10-24,
Debbie Mcneil       ,12/07/1994,2016-10-24,2016-10-24,
Tiffany Lee         ,17/07/1994,2016-10-24,2016-10-24,
Larry Reeder        ,07/08/1994,2016-10-24,2016-10-24,
Janice Mcnatt       ,28/08/1994,2016-10-24,2016-10-24,
Emelda Clay         ,29/08/1994,2016-10-24,2016-10-24,
Roberta Shelley     ,01/09/1994,2016-10-24,2016-10-24,
Richard Davis       ,16/09/1994,2016-10-24,2016-10-24,
Robert Featherston  ,08/10/1994,2016-10-24,2016-10-24,
Donald Shambo       ,23/10/1994,2016-10-24,2016-10-24,
Dong Brett          ,17/11/1994,2016-10-24,2016-10-24,
Michael Tade        ,17/11/1994,2016-10-24,2016-10-24,
Vanessa Aguilar     ,10/12/1993,2016-10-24,2016-10-24,
Isreal Mathis       ,23/11/1994,2016-10-24,2016-10-24,
Joaquin Gist        ,12/11/1993,2016-10-24,2016-10-24,
Georgia Stabler     ,18/09/1993,2016-10-24,2016-10-24,
James Borders       ,31/12/1990,2016-10-24,2016-10-24,
Amanda Carnes       ,12/10/1991,2016-10-24,2016-10-24,
Lauryn George       ,17/10/1991,2016-10-24,2016-10-24,
Sherry Wilder       ,26/04/1992,2016-10-24,2016-10-24,
Joyce Williams      ,26/09/1992,2016-10-24,2016-10-24,
Ross Peele          ,03/10/1992,2016-10-24,2016-10-24,
Jose Goldman        ,15/10/1992,2016-10-24,2016-10-24,
Donald Hammond      ,15/03/1993,2016-10-24,2016-10-24,
Robert Shepherd     ,30/03/1993,2016-10-24,2016-10-24,
Heather Koehl       ,02/04/1993,2016-10-24,2016-10-24,
Robert Williams     ,02/04/1993,2016-10-24,2016-10-24,
Michael Mcbride     ,26/04/1993,2016-10-24,2016-10-24,
Joseph Higgins      ,09/05/1993,2016-10-24,2016-10-24,
Geraldine Arreola   ,27/05/1993,2016-10-24,2016-10-24,
Patricia Whitley    ,08/06/1993,2016-10-24,2016-10-24,
John Velis          ,17/06/1993,2016-10-24,2016-10-24,
Nellie Jaynes       ,02/08/1993,2016-10-24,2016-10-24,
Linda Eaton         ,21/08/1993,2016-10-24,2016-10-24,
Ray Martin          ,29/08/1993,2016-10-24,2016-10-24,
Allison Larsen      ,16/10/1993,2016-10-24,2016-10-24,
Dawn Gandara        ,09/12/1995,2016-10-24,2016-10-24,
Roberto Fitzgerald  ,23/11/1994,2016-10-24,2016-10-24,
Manuela Hines       ,06/12/1994,2016-10-24,2016-10-24,
Karla Breaux        ,10/07/1995,2016-10-24,2016-10-24,
Willie Gould        ,10/07/1995,2016-10-24,2016-10-24,
Adrienne Ruck       ,13/07/1995,2016-10-24,2016-10-24,
Patrick Kerley      ,13/07/1995,2016-10-24,2016-10-24,
Robert Haine        ,14/07/1995,2016-10-24,2016-10-24,
Ronald Stovall      ,18/07/1995,2016-10-24,2016-10-24,
Tara Gonzalez       ,23/07/1995,2016-10-24,2016-10-24,
David Lombardi      ,03/08/1995,2016-10-24,2016-10-24,
Thomas Conlon       ,07/08/1995,2016-10-24,2016-10-24,
Peter Romo          ,25/08/1995,2016-10-24,2016-10-24,
Tom Jackson         ,29/08/1995,2016-10-24,2016-10-24,
Marcia Coleman      ,08/09/1995,2016-10-24,2016-10-24,
Kathleen Benzi      ,15/09/1995,2016-10-24,2016-10-24,
Darlene Cunha       ,06/10/1995,2016-10-24,2016-10-24,
Thaddeus Diaz       ,09/10/1995,2016-10-24,2016-10-24,
Virginia Orr        ,18/10/1995,2016-10-24,2016-10-24,
Jose Byassee        ,24/10/1995,2016-10-24,2016-10-24,
Lynn Bernhart       ,13/11/1995,2016-10-24,2016-10-24,
Denise Sullivan     ,14/11/1995,2016-10-24,2016-10-24,
Michael Schmidtke   ,23/06/1995,2016-10-24,2016-10-24,
Kirby Roberts       ,26/11/1994,2016-10-24,2016-10-24,
Donna Krick         ,05/06/1995,2016-10-24,2016-10-24,
Thomas Roberts      ,25/05/1995,2016-10-24,2016-10-24,
John Shipman        ,09/12/1994,2016-10-24,2016-10-24,
Wai Houlahan        ,11/12/1994,2016-10-24,2016-10-24,
Aaron Nelson        ,12/12/1994,2016-10-24,2016-10-24,
Barbara Mchale      ,19/12/1994,2016-10-24,2016-10-24,
Russell Segura      ,30/12/1994,2016-10-24,2016-10-24,
Brenda Mathis       ,15/01/1995,2016-10-24,2016-10-24,
Frances Netherton   ,08/02/1995,2016-10-24,2016-10-24,
Joseph Young        ,17/02/1995,2016-10-24,2016-10-24,
Leisa Knight        ,03/06/1995,2016-10-24,2016-10-24,
Rebecca Lynch       ,25/02/1995,2016-10-24,2016-10-24,
Phyllis Romero      ,24/03/1995,2016-10-24,2016-10-24,
Luz Connelly        ,26/03/1995,2016-10-24,2016-10-24,
James Richardson    ,12/04/1995,2016-10-24,2016-10-24,
Stanley Barnett     ,22/04/1995,2016-10-24,2016-10-24,
Lyle Hemenway       ,03/05/1995,2016-10-24,2016-10-24,
Zofia Treinen       ,06/05/1995,2016-10-24,2016-10-24,
Alice Kite          ,14/05/1995,2016-10-24,2016-10-24,
Byron Wafford       ,21/05/1995,2016-10-24,2016-10-24,
Walter Chesnutt     ,24/05/1995,2016-10-24,2016-10-24,
Samuel Zubiate      ,09/03/1995,2016-10-24,2016-10-24,
John Bona           ,22/03/1994,2016-10-24,2016-10-24,
Domingo Gonzales    ,14/09/1994,2016-10-25,2016-10-25,
Dong Brett          ,17/11/1994,2016-10-25,2016-10-25,
Samuel Casanova     ,12/03/1990,2016-10-25,2016-10-25,
Marcus Cox          ,05/12/1996,2016-10-25,2016-10-25,
Joshua Penttila     ,08/12/1996,2016-10-25,2016-10-25,
Christi Macpartland ,11/12/1996,2016-10-25,2016-10-25,
Jay Mitchell        ,12/12/1996,2016-10-25,2016-10-25,
Mario Heilmann      ,30/12/1996,2016-10-25,2016-10-25,
William Bench       ,04/01/1997,2016-10-25,2016-10-25,
Gerry Jenkins       ,06/01/1997,2016-10-25,2016-10-25,
Jeanine Jones       ,16/01/1997,2016-10-25,2016-10-25,
Gerald Butts        ,17/01/1997,2016-10-25,2016-10-25,
Hector Selman       ,20/01/1997,2016-10-25,2016-10-25,
Earl Weber          ,24/01/1997,2016-10-25,2016-10-25,
Linda Vasquez       ,28/01/1997,2016-10-25,2016-10-25,
Yvonne Knowles      ,03/02/1997,2016-10-25,2016-10-25,
Lewis Rustrian      ,25/02/1997,2016-10-25,2016-10-25,
Carolyn Levins      ,06/03/1997,2016-10-25,2016-10-25,
Leslie Casey        ,07/03/1997,2016-10-25,2016-10-25,
Thomas Kim          ,19/03/1997,2016-10-25,2016-10-25,
Christine Victoria  ,26/11/1996,2016-10-25,2016-10-25,
Irma Tseng          ,06/04/1997,2016-10-25,2016-10-25,
Evalyn Kenney       ,14/11/1996,2016-10-25,2016-10-25,
Martha Fitzpatrick  ,04/11/1996,2016-10-25,2016-10-25,
Tad Lopez           ,09/08/1996,2016-10-25,2016-10-25,
Cassidy Williams    ,14/08/1996,2016-10-25,2016-10-25,
Edith Alexander     ,18/08/1996,2016-10-25,2016-10-25,
Vivian Gibson       ,20/08/1996,2016-10-25,2016-10-25,
Lucia Davis         ,22/08/1996,2016-10-25,2016-10-25,
Sammy Fox           ,31/08/1996,2016-10-25,2016-10-25,
Arthur Freund       ,07/09/1996,2016-10-25,2016-10-25,
Brittany Calvert    ,18/09/1996,2016-10-25,2016-10-25,
Lisa Clark          ,22/09/1996,2016-10-25,2016-10-25,
Joshua Braswell     ,29/09/1996,2016-10-25,2016-10-25,
Earl Gafford        ,30/09/1996,2016-10-25,2016-10-25,
Jenni Ager          ,01/10/1996,2016-10-25,2016-10-25,
Sanford Huffman     ,02/10/1996,2016-10-25,2016-10-25,
Amy Keena           ,03/10/1996,2016-10-25,2016-10-25,
James Cepeda        ,14/10/1996,2016-10-25,2016-10-25,
Jane Burton         ,18/10/1996,2016-10-25,2016-10-25,
Shirley Belz        ,02/11/1996,2016-10-25,2016-10-25,
Willie Gould        ,08/11/1996,2016-10-25,2016-10-25,
Jeffrey Piro        ,07/04/1997,2016-10-25,2016-10-25,
Deanne Fisher       ,08/04/1997,2016-10-25,2016-10-25,
Wesley Blaisdell    ,09/04/1997,2016-10-25,2016-10-25,
Laura Ortiz         ,23/07/1997,2016-10-25,2016-10-25,
Olin Holladay       ,25/07/1997,2016-10-25,2016-10-25,
Ricky Ruiz          ,27/07/1997,2016-10-25,2016-10-25,
Barbara Grams       ,03/08/1997,2016-10-25,2016-10-25,
Jennifer Linder     ,12/08/1997,2016-10-25,2016-10-25,
Cheryl Burton       ,17/08/1997,2016-10-25,2016-10-25,
Heather Baxter      ,21/08/1997,2016-10-25,2016-10-25,
Donald Reddout      ,29/08/1997,2016-10-25,2016-10-25,
Suzanne Bartley     ,03/09/1997,2016-10-25,2016-10-25,
Melody Whitlock     ,05/09/1997,2016-10-25,2016-10-25,
Toby Bright         ,13/09/1997,2016-10-25,2016-10-25,
Melissa Cashman     ,16/09/1997,2016-10-25,2016-10-25,
Alice Seidel        ,18/09/1997,2016-10-25,2016-10-25,
Daniel Guzman       ,04/10/1997,2016-10-25,2016-10-25,
Louis Timchula      ,07/10/1997,2016-10-25,2016-10-25,
Carolyn Ave         ,29/10/1997,2016-10-25,2016-10-25,
Stephanie Dolphin   ,08/11/1997,2016-10-25,2016-10-25,
Thomas Harbert      ,21/07/1997,2016-10-25,2016-10-25,
Charles Betts       ,18/07/1997,2016-10-25,2016-10-25,
Russell Jordan      ,11/07/1997,2016-10-25,2016-10-25,
Deborah Peralez     ,08/07/1997,2016-10-25,2016-10-25,
Anthony Scavone     ,16/04/1997,2016-10-25,2016-10-25,
Ethel Gordon        ,16/04/1997,2016-10-25,2016-10-25,
Robert Zohn         ,22/04/1997,2016-10-25,2016-10-25,
Jack Hawkins        ,30/04/1997,2016-10-25,2016-10-25,
Donna Riess         ,01/05/1997,2016-10-25,2016-10-25,
William Jones       ,05/05/1997,2016-10-25,2016-10-25,
Brad Friedman       ,06/05/1997,2016-10-25,2016-10-25,
Josefina Armstrong  ,06/05/1997,2016-10-25,2016-10-25,
Leroy Smith         ,09/08/1996,2016-10-25,2016-10-25,
Charles Crandall    ,12/05/1997,2016-10-25,2016-10-25,
Eric Shelton        ,13/05/1997,2016-10-25,2016-10-25,
Lawrence Olsen      ,15/05/1997,2016-10-25,2016-10-25,
Donald Ortiz        ,22/05/1997,2016-10-25,2016-10-25,
Eva Mulder          ,28/05/1997,2016-10-25,2016-10-25,
Polly Mujalli       ,28/05/1997,2016-10-25,2016-10-25,
Megan Faines        ,18/06/1997,2016-10-25,2016-10-25,
Nathaniel Malpass   ,02/07/1997,2016-10-25,2016-10-25,
James Alfieri       ,06/07/1997,2016-10-25,2016-10-25,
Natasha Temple      ,12/05/1997,2016-10-25,2016-10-25,
Emanuel Furman      ,25/11/1997,2016-10-25,2016-10-25,
Joelle Grimaud      ,03/08/1996,2016-10-25,2016-10-25,
Russell Osborn      ,27/07/1996,2016-10-25,2016-10-25,
Adrienne Ruck       ,13/07/1995,2016-10-25,2016-10-25,
Patrick Kerley      ,13/07/1995,2016-10-25,2016-10-25,
Robert Haine        ,14/07/1995,2016-10-25,2016-10-25,
Coleen Kraus        ,17/07/1995,2016-10-25,2016-10-25,
Ronald Stovall      ,18/07/1995,2016-10-25,2016-10-25,
Douglas Medina      ,19/07/1995,2016-10-25,2016-10-25,
Tara Gonzalez       ,23/07/1995,2016-10-25,2016-10-25,
Margaret Magallanes ,07/08/1995,2016-10-25,2016-10-25,
Mary Bell           ,17/08/1995,2016-10-25,2016-10-25,
Wendy Faison        ,10/09/1995,2016-10-25,2016-10-25,
Cynthia Corbin      ,21/09/1995,2016-10-25,2016-10-25,
Cynthia Vanwinkle   ,27/09/1995,2016-10-25,2016-10-25,
Thomas Collins      ,01/10/1995,2016-10-25,2016-10-25,
Thaddeus Diaz       ,09/10/1995,2016-10-25,2016-10-25,
Jerry Fritz         ,19/10/1995,2016-10-25,2016-10-25,
James Burns         ,27/10/1995,2016-10-25,2016-10-25,
Lynn Bernhart       ,13/11/1995,2016-10-25,2016-10-25,
Brenda Miller       ,03/07/1995,2016-10-25,2016-10-25,
Hulda Nogle         ,13/12/1995,2016-10-25,2016-10-25,
Beatriz Wells       ,01/07/1995,2016-10-25,2016-10-25,
Nicholas Acosta     ,05/06/1995,2016-10-25,2016-10-25,
Kirby Roberts       ,26/11/1994,2016-10-25,2016-10-25,
Manuela Hines       ,06/12/1994,2016-10-25,2016-10-25,
Wai Houlahan        ,11/12/1994,2016-10-25,2016-10-25,
Claudia Hughes      ,13/12/1994,2016-10-25,2016-10-25,
Barbara Mchale      ,19/12/1994,2016-10-25,2016-10-25,
Carl Dowling        ,09/01/1995,2016-10-25,2016-10-25,
Gladys Woodman      ,10/01/1995,2016-10-25,2016-10-25,
Daniel Reed         ,22/01/1995,2016-10-25,2016-10-25,
Frances Netherton   ,08/02/1995,2016-10-25,2016-10-25,
Gary Hansberger     ,08/02/1995,2016-10-25,2016-10-25,
Joseph Young        ,17/02/1995,2016-10-25,2016-10-25,
Russell Strader     ,09/03/1995,2016-10-25,2016-10-25,
David Schaefer      ,26/03/1995,2016-10-25,2016-10-25,
Luz Connelly        ,26/03/1995,2016-10-25,2016-10-25,
Lyle Hemenway       ,03/05/1995,2016-10-25,2016-10-25,
Zofia Treinen       ,06/05/1995,2016-10-25,2016-10-25,
Fredrick Acevedo    ,07/05/1995,2016-10-25,2016-10-25,
Theodore Roper      ,07/06/1995,2016-10-25,2016-10-25,
Cecilia Slone       ,14/12/1995,2016-10-25,2016-10-25,
Johnie Johnson      ,28/12/1995,2016-10-25,2016-10-25,
Wes Carlson         ,13/01/1996,2016-10-25,2016-10-25,
Carmen Frix         ,09/05/1996,2016-10-25,2016-10-25,
John Flora          ,15/05/1996,2016-10-25,2016-10-25,
Roger Ballance      ,16/05/1996,2016-10-25,2016-10-25,
Ardis Haley         ,29/05/1996,2016-10-25,2016-10-25,
John Vildosola      ,29/05/1996,2016-10-25,2016-10-25,
Jennifer Savage     ,31/05/1996,2016-10-25,2016-10-25,
Larry Coffman       ,03/06/1996,2016-10-25,2016-10-25,
Emily Lund          ,06/06/1996,2016-10-25,2016-10-25,
Jason Villegas      ,08/06/1996,2016-10-25,2016-10-25,
Lisa Hazelwood      ,14/06/1996,2016-10-25,2016-10-25,
Henry Brunson       ,21/06/1996,2016-10-25,2016-10-25,
Jack Bueckers       ,25/06/1996,2016-10-25,2016-10-25,
Justin Achenbach    ,29/06/1996,2016-10-25,2016-10-25,
Carl Uson           ,03/07/1996,2016-10-25,2016-10-25,
Mary Murray         ,17/07/1996,2016-10-25,2016-10-25,
Nellie Carney       ,19/07/1996,2016-10-25,2016-10-25,
Shayne West         ,20/07/1996,2016-10-25,2016-10-25,
George Walters      ,04/05/1996,2016-10-25,2016-10-25,
Henry Torres        ,02/05/1996,2016-10-25,2016-10-25,
Brian Bailey        ,26/04/1996,2016-10-25,2016-10-25,
Mary Lofton         ,23/04/1996,2016-10-25,2016-10-25,
Steven Jones        ,03/02/1996,2016-10-25,2016-10-25,
John Davis          ,05/02/1996,2016-10-25,2016-10-25,
Helen Coleman       ,09/02/1996,2016-10-25,2016-10-25,
James Honor         ,09/02/1996,2016-10-25,2016-10-25,
Arlena Raven        ,11/02/1996,2016-10-25,2016-10-25,
Julia Lewis         ,13/02/1996,2016-10-25,2016-10-25,
Blanch Graven       ,26/02/1996,2016-10-25,2016-10-25,
Haley Fundora       ,02/03/1996,2016-10-25,2016-10-25,
Myra Segura         ,28/07/1996,2016-10-25,2016-10-25,
Donna Hull          ,08/03/1996,2016-10-25,2016-10-25,
David Clouston      ,19/03/1996,2016-10-25,2016-10-25,
Susan Brown         ,23/03/1996,2016-10-25,2016-10-25,
Herman Briggs       ,29/03/1996,2016-10-25,2016-10-25,
Jean Goldsmith      ,02/04/1996,2016-10-25,2016-10-25,
Jennifer Thornbury  ,02/04/1996,2016-10-25,2016-10-25,
Dawn Burns          ,06/04/1996,2016-10-25,2016-10-25,
James Smith         ,10/04/1996,2016-10-25,2016-10-25,
Pete Bobb           ,22/04/1996,2016-10-25,2016-10-25,
William Couch       ,15/03/1996,2016-10-25,2016-10-25,
Gary Mullis         ,27/11/1989,2016-10-25,2016-10-25,
Isreal Mathis       ,23/11/1994,2016-10-25,2016-10-25,
Frances Bateman     ,06/05/1992,2016-10-25,2016-10-25,
Chris Macmillan     ,01/09/1993,2016-10-25,2016-10-25,
Judith Sanders      ,26/08/1993,2016-10-25,2016-10-25,
Nellie Jaynes       ,02/08/1993,2016-10-25,2016-10-25,
Patricia Whitley    ,08/06/1993,2016-10-25,2016-10-25,
Geraldine Arreola   ,27/05/1993,2016-10-25,2016-10-25,
Dale Kirkwood       ,22/05/1993,2016-10-25,2016-10-25,
Michael Mcbride     ,26/04/1993,2016-10-25,2016-10-25,
Robert Williams     ,02/04/1993,2016-10-25,2016-10-25,
Heather Koehl       ,02/04/1993,2016-10-25,2016-10-25,
Darrell Wilson      ,19/01/1993,2016-10-25,2016-10-25,
Pablo Weidler       ,27/09/1992,2016-10-25,2016-10-25,
Juan Goodnight      ,17/08/1992,2016-10-25,2016-10-25,
James Adams         ,16/06/1992,2016-10-25,2016-10-25,
Steven Estevez      ,13/01/1992,2016-10-25,2016-10-25,
Lauryn George       ,17/10/1991,2016-10-25,2016-10-25,
Amanda Carnes       ,12/10/1991,2016-10-25,2016-10-25,
Michael Pace        ,26/09/1991,2016-10-25,2016-10-25,
Amanda Darroch      ,21/10/1990,2016-10-25,2016-10-25,
Kenneth Hooker      ,27/05/1990,2016-10-25,2016-10-25,
Phyllis Howlett     ,06/09/1993,2016-10-25,2016-10-25,
Jackie Henson       ,21/10/1993,2016-10-25,2016-10-25,
Debra Brown         ,19/11/1994,2016-10-25,2016-10-25,
Marion Marceau      ,20/11/1993,2016-10-25,2016-10-25,
Joaquin Gist        ,12/11/1993,2016-10-25,2016-10-25,
Emelda Clay         ,29/08/1994,2016-10-25,2016-10-25,
Carey Hamilton      ,10/07/1994,2016-10-25,2016-10-25,
Deborah Woods       ,10/05/1994,2016-10-25,2016-10-25,
Franklin Olson      ,29/04/1994,2016-10-25,2016-10-25,
Debbie Mcneil       ,12/07/1994,2016-10-25,2016-10-25,
