visit_date,name,dob
25/12/2016,Edith Alexander,18/08/1996
25/12/2016,Vivian Gibson,20/08/1996
25/12/2016,David Reid,27/08/1996
25/12/2016,Cynthia Allen,29/08/1996
25/12/2016,Ruth Vise,01/09/1996
25/12/2016,Janet Greene,06/09/1996
25/12/2016,Arthur Freund,07/09/1996
25/12/2016,Rogelio Garrett,16/09/1996
25/12/2016,Brittany Calvert,18/09/1996
25/12/2016,Geraldine Babb,20/09/1996
25/12/2016,Lisa Clark,22/09/1996
25/12/2016,Timothy Bembry,22/09/1996
25/12/2016,Evelyn Bonita,23/09/1996
25/12/2016,Rhonda Hammond,26/09/1996
25/12/2016,Justin Godoy,30/09/1996
25/12/2016,Benjamin Kave,01/10/1996
25/12/2016,Charles Ramos,07/10/1996
25/12/2016,Juan Chandler,22/10/1996
25/12/2016,Fred Aderholt,25/10/1996
25/12/2016,Susan Medina,17/11/1996
25/12/2016,Christine Victoria,26/11/1996
25/12/2016,John Borden,27/11/1996
25/12/2016,Suzanne Larson,02/12/1996
25/12/2016,Michael Sutton,05/12/1996
25/12/2016,Justin Jackson,17/12/1996
25/12/2016,Kirk Muniz,19/12/1996
25/12/2016,Ivan Sundby,23/12/1996
25/12/2016,Shelly Wurth,24/12/1996
25/12/2016,Daniel Cortez,28/12/1996
25/12/2016,William Bench,04/01/1997
25/12/2016,Gerry Jenkins,06/01/1997
25/12/2016,Clyde Bradley,15/01/1997
25/12/2016,Lillian Mcnair,19/01/1997
25/12/2016,Eugene Velo,25/01/1997
25/12/2016,Johnnie Mcmillan,25/01/1997
25/12/2016,David Graves,03/02/1997
25/12/2016,George Combs,14/02/1997
25/12/2016,Michael Hill,16/02/1997
25/12/2016,Shirley Walter,04/03/1997
25/12/2016,Carolyn Levins,06/03/1997
25/12/2016,Katrina Beasley,06/03/1997
25/12/2016,Pamela Saltzman,06/03/1997
25/12/2016,Leslie Casey,07/03/1997
25/12/2016,Bryant Ahearn,08/03/1997
25/12/2016,Thomas Kim,19/03/1997
25/12/2016,Shanae Platt,24/03/1997
25/12/2016,Shirley Saucedo,02/04/1997
25/12/2016,Beulah Lindsey,10/04/1997
25/12/2016,Roger Williams,10/04/1997
25/12/2016,Dwight Roland,12/04/1997
25/12/2016,Adrienne Raney,16/04/1997
25/12/2016,Anthony Scavone,16/04/1997
25/12/2016,Willis Stewart,21/04/1997
25/12/2016,Louise Rush,24/04/1997
25/12/2016,Sammy Bliss,24/04/1997
25/12/2016,Andres Burns,06/05/1997
25/12/2016,Thomas Vanderwal,06/05/1997
25/12/2016,Charles Crandall,12/05/1997
25/12/2016,Shirley Hatfield,12/05/1997
25/12/2016,Lawrence Olsen,15/05/1997
25/12/2016,Marisa Smiley,23/05/1997
25/12/2016,Alicia Turnage,02/06/1997
25/12/2016,Karl Shephard,05/06/1997
25/12/2016,Joseph Franklin,08/06/1997
25/12/2016,German Gallian,12/06/1997
25/12/2016,Fred Barnette,19/06/1997
25/12/2016,Beverly Pimentel,20/06/1997
25/12/2016,Gena Ford,20/06/1997
25/12/2016,William Becker,20/06/1997
25/12/2016,Julie Ramirez,04/07/1997
25/12/2016,Michael Alvarado,05/07/1997
25/12/2016,Russell Jordan,11/07/1997
25/12/2016,Charles Betts,18/07/1997
25/12/2016,Frances Saleado,20/07/1997
25/12/2016,Thomas Harbert,21/07/1997
25/12/2016,Frank Figueroa,23/07/1997
25/12/2016,Laura Ortiz,23/07/1997
25/12/2016,Lucia Burkett,30/07/1997
25/12/2016,Barbara Grams,03/08/1997
25/12/2016,Kenneth Towns,16/08/1997
25/12/2016,Mary Hill,19/08/1997
25/12/2016,Marsha Kennedy,27/08/1997
25/12/2016,Suzanne Bartley,03/09/1997
25/12/2016,Jerome May,04/09/1997
25/12/2016,Melody Whitlock,05/09/1997
25/12/2016,Sharon Barton,08/09/1997
25/12/2016,Jesse Mcclung,13/09/1997
25/12/2016,Alice Seidel,18/09/1997
25/12/2016,Keith Sharp,23/09/1997
25/12/2016,Robert Parker,01/10/1997
25/12/2016,Kathryn Dean,11/10/1997
26/12/2016,Michelle Bennett,23/02/1991
26/12/2016,Amanda Carnes,12/10/1991
26/12/2016,Frances Bateman,06/05/1992
26/12/2016,James Adams,16/06/1992
26/12/2016,Martha Burton,18/06/1992
26/12/2016,Roberta Miller,25/06/1992
26/12/2016,Melvin Jones,08/07/1992
26/12/2016,Simon Hendricks,23/09/1992
26/12/2016,Darrell Wilson,19/01/1993
26/12/2016,Dale Kirkwood,22/05/1993
26/12/2016,Patricia Whitley,08/06/1993
26/12/2016,Nellie Jaynes,02/08/1993
26/12/2016,Phyllis Howlett,06/09/1993
26/12/2016,Jackie Henson,21/10/1993
26/12/2016,Vanessa Aguilar,10/12/1993
26/12/2016,Joshua Heimsness,12/12/1993
26/12/2016,Karen Keeney,25/12/1993
26/12/2016,Pearlie Malinowski,29/01/1994
26/12/2016,Freda Shepardson,28/02/1994
26/12/2016,Isaac Myers,01/03/1994
26/12/2016,Patricia Johnson,07/03/1994
26/12/2016,James Bowen,27/03/1994
26/12/2016,Bradley Smith,31/03/1994
26/12/2016,Mary Laura,09/04/1994
26/12/2016,Leonard Hart,27/04/1994
26/12/2016,Franklin Olson,29/04/1994
26/12/2016,Nick Cropsey,04/05/1994
26/12/2016,Domingo Banks,12/06/1994
26/12/2016,William Nork,21/06/1994
26/12/2016,Christina Trujillo,01/07/1994
26/12/2016,David Gismondi,21/07/1994
26/12/2016,Vincent Greene,29/07/1994
26/12/2016,Maribel Walters,30/07/1994
26/12/2016,Larry Reeder,07/08/1994
26/12/2016,Marcellus Hau,24/08/1994
26/12/2016,Janice Mcnatt,28/08/1994
26/12/2016,Roderick Anding,03/09/1994
26/12/2016,Richard Davis,16/09/1994
26/12/2016,Elease Dicus,24/09/1994
26/12/2016,Effie Garcia,14/11/1994
26/12/2016,Roberto Fitzgerald,23/11/1994
26/12/2016,Earl Manson,01/12/1994
26/12/2016,Manuela Hines,06/12/1994
26/12/2016,Aaron Nelson,12/12/1994
26/12/2016,Claudia Hughes,13/12/1994
26/12/2016,Barbara Mchale,19/12/1994
26/12/2016,Martha Peters,09/01/1995
26/12/2016,Brenda Mathis,15/01/1995
26/12/2016,Ethel Hoeft,05/03/1995
26/12/2016,Luz Connelly,26/03/1995
26/12/2016,Nathaniel Irving,18/04/1995
26/12/2016,Jennifer Brown,19/04/1995
26/12/2016,Stanley Barnett,22/04/1995
26/12/2016,Zofia Treinen,06/05/1995
26/12/2016,Betty Rowold,21/05/1995
26/12/2016,Karla Breaux,10/07/1995
26/12/2016,Willie Gould,10/07/1995
26/12/2016,Patrick Kerley,13/07/1995
26/12/2016,Deborah Rosenfeld,14/07/1995
26/12/2016,Coleen Kraus,17/07/1995
26/12/2016,Tara Gonzalez,23/07/1995
26/12/2016,David Lombardi,03/08/1995
26/12/2016,Thomas Cole,11/08/1995
26/12/2016,Monica Loureiro,24/08/1995
26/12/2016,Tom Jackson,29/08/1995
26/12/2016,Coleen Boender,05/09/1995
26/12/2016,James Foltz,13/09/1995
26/12/2016,Kathleen Benzi,15/09/1995
26/12/2016,Cynthia Corbin,21/09/1995
26/12/2016,Thomas Collins,01/10/1995
26/12/2016,Darlene Cunha,06/10/1995
26/12/2016,Thaddeus Diaz,09/10/1995
26/12/2016,Todd Thompson,13/10/1995
26/12/2016,Barbara Brahler,03/11/1995
26/12/2016,Ricardo Hedman,07/11/1995
26/12/2016,Lynn Bernhart,13/11/1995
26/12/2016,Vicki Jacobs,14/11/1995
26/12/2016,Betty Kessler,17/11/1995
26/12/2016,Jerry Carroll,19/11/1995
26/12/2016,Karl Moore,19/11/1995
26/12/2016,Eula Wright,20/11/1995
26/12/2016,Vickie Leathers,15/12/1995
26/12/2016,Joseph Hirneise,18/12/1995
26/12/2016,John Maynard,23/12/1995
26/12/2016,Johnie Johnson,28/12/1995
26/12/2016,Daniel Laster,31/12/1995
26/12/2016,James Baker,21/01/1996
26/12/2016,Tristan Chen,01/02/1996
26/12/2016,Victor Ortiz,03/02/1996
26/12/2016,Robert Ewing,09/02/1996
26/12/2016,Samantha Vazquez,19/02/1996
26/12/2016,Francis Bunting,24/02/1996
26/12/2016,Haley Fundora,02/03/1996
26/12/2016,Kimberly Barksdale,05/03/1996
26/12/2016,Laura Smith,05/03/1996
26/12/2016,Donna Hull,08/03/1996
26/12/2016,Cynthia Barrier,10/03/1996
26/12/2016,Janis Cook,13/03/1996
26/12/2016,Leontine Galuska,21/03/1996
26/12/2016,Jack Hawkins,23/03/1996
26/12/2016,Robert Tweed,29/03/1996
26/12/2016,Jennifer Thornbury,02/04/1996
26/12/2016,Cheryl Robinson,05/04/1996
26/12/2016,Adam Johnson,11/04/1996
26/12/2016,Freddie Longoria,20/04/1996
26/12/2016,Holly Walker,25/04/1996
26/12/2016,George Walters,04/05/1996
26/12/2016,John Flora,15/05/1996
26/12/2016,Roger Ballance,16/05/1996
26/12/2016,Michael Selfridge,22/05/1996
26/12/2016,Kimberly Fletcher,23/05/1996
26/12/2016,Sheila Fitzgerald,30/05/1996
26/12/2016,Jennifer Savage,31/05/1996
26/12/2016,Sherry Stewart,07/06/1996
26/12/2016,Jason Villegas,08/06/1996
26/12/2016,Jennifer Gearhart,14/06/1996
26/12/2016,Lisa Hazelwood,14/06/1996
26/12/2016,Henry Brunson,21/06/1996
26/12/2016,Sean Bishop,23/06/1996
26/12/2016,Christopher Orgill,24/06/1996
26/12/2016,Zoraida Hendrix,26/06/1996
26/12/2016,Florine Kim,14/07/1996
26/12/2016,Mary Murray,17/07/1996
26/12/2016,Roger Mcbryde,17/07/1996
26/12/2016,Sheila Burch,18/07/1996
26/12/2016,Charles Howard,30/07/1996
26/12/2016,Cheryl Harris,30/07/1996
26/12/2016,Matthew Foster,04/08/1996
26/12/2016,Cassidy Williams,14/08/1996
26/12/2016,Edith Alexander,18/08/1996
26/12/2016,Vivian Gibson,20/08/1996
26/12/2016,Lucia Davis,22/08/1996
26/12/2016,David Reid,27/08/1996
26/12/2016,Cynthia Allen,29/08/1996
26/12/2016,Janet Greene,06/09/1996
26/12/2016,Jeffrey Snow,09/09/1996
26/12/2016,Keith Hayward,09/09/1996
26/12/2016,Margaret Huff,11/09/1996
26/12/2016,Jennifer Miller,16/09/1996
26/12/2016,Woodrow Johnston,28/09/1996
26/12/2016,Joshua Braswell,29/09/1996
26/12/2016,Benjamin Kave,01/10/1996
26/12/2016,Sanford Huffman,02/10/1996
26/12/2016,Jaime Farrow,07/10/1996
26/12/2016,Nadine Rigney,08/10/1996
26/12/2016,Jason Shepard,09/10/1996
26/12/2016,Jamie Abbott,11/10/1996
26/12/2016,Debra Kelley,12/10/1996
26/12/2016,Geraldine Fried,27/10/1996
26/12/2016,Willie Gould,08/11/1996
26/12/2016,Dalia Bonanno,10/11/1996
26/12/2016,Susan Medina,17/11/1996
26/12/2016,James Albers,25/11/1996
26/12/2016,Suzanne Larson,02/12/1996
26/12/2016,Kim Redding,03/12/1996
26/12/2016,Dan Saunders,06/12/1996
26/12/2016,Jay Mitchell,12/12/1996
26/12/2016,Patrick Meehan,22/12/1996
26/12/2016,Gary Arnold,30/12/1996
26/12/2016,William Bench,04/01/1997
26/12/2016,Clyde Bradley,15/01/1997
26/12/2016,Jeanette Kiser,16/01/1997
26/12/2016,Lillian Mcnair,19/01/1997
26/12/2016,Eugene Velo,25/01/1997
26/12/2016,Phillip Brown,08/02/1997
26/12/2016,Lewis Rustrian,25/02/1997
26/12/2016,Carolyn Levins,06/03/1997
26/12/2016,Jeffrey Peoples,19/03/1997
26/12/2016,Thomas Kim,19/03/1997
26/12/2016,Robin Wilson,22/03/1997
26/12/2016,Mary Vanauker,24/03/1997
26/12/2016,Kim Palmer,27/03/1997
26/12/2016,Dean Jennings,30/03/1997
26/12/2016,Deanne Fisher,08/04/1997
26/12/2016,Tim Amezquita,09/04/1997
26/12/2016,Wesley Blaisdell,09/04/1997
26/12/2016,Jeanette Stupar,10/04/1997
26/12/2016,Dwight Roland,12/04/1997
26/12/2016,Adrienne Raney,16/04/1997
26/12/2016,Ethel Gordon,16/04/1997
26/12/2016,Arlene Broadnax,23/04/1997
26/12/2016,Jack Hawkins,30/04/1997
26/12/2016,Thomas Vanderwal,06/05/1997
26/12/2016,Mary Curtis,08/05/1997
26/12/2016,Evelyn Garcia,11/05/1997
26/12/2016,Charles Crandall,12/05/1997
26/12/2016,Natasha Temple,12/05/1997
26/12/2016,James Faulkner,23/05/1997
26/12/2016,Marisa Smiley,23/05/1997
26/12/2016,Ada Tejeda,24/05/1997
26/12/2016,Polly Mujalli,28/05/1997
26/12/2016,Christopher Mather,02/06/1997
26/12/2016,Ruth Gajewski,03/06/1997
26/12/2016,Dan Ragusa,07/06/1997
26/12/2016,Fred Barnette,19/06/1997
26/12/2016,Gena Ford,20/06/1997
26/12/2016,Kim Rutledge,20/06/1997
26/12/2016,William Becker,20/06/1997
26/12/2016,Julie Ramirez,04/07/1997
26/12/2016,Esther Swain,12/07/1997
26/12/2016,Charles Betts,18/07/1997
26/12/2016,Frank Figueroa,23/07/1997
26/12/2016,Ricky Ruiz,27/07/1997
26/12/2016,Sheila Litecky,30/07/1997
26/12/2016,Barbara Grams,03/08/1997
26/12/2016,Raymond Shannon,06/08/1997
26/12/2016,Mary Hill,19/08/1997
26/12/2016,Heather Baxter,21/08/1997
26/12/2016,Donald Reddout,29/08/1997
26/12/2016,Isreal Jones,05/09/1997
26/12/2016,Lucille Bell,07/09/1997
26/12/2016,Sharon Barton,08/09/1997
26/12/2016,Kathleen Hellwig,13/09/1997
26/12/2016,Alice Seidel,18/09/1997
26/12/2016,Daniel Guzman,04/10/1997
26/12/2016,Jessica Flynn,04/10/1997
26/12/2016,Daniel Harris,07/10/1997
26/12/2016,Kenneth Hartley,14/10/1997
26/12/2016,Donna Dengler,25/10/1997
26/12/2016,Ramon Copper,12/11/1997
26/12/2016,Michelle Riesner,18/11/1997
27/12/2016,Chester Hall,19/03/1990
27/12/2016,Kenneth Hooker,27/05/1990
27/12/2016,John Sanos,02/06/1991
27/12/2016,Spencer Spencer,13/10/1991
27/12/2016,Martha Burton,18/06/1992
27/12/2016,Juan Goodnight,17/08/1992
27/12/2016,Joyce Williams,26/09/1992
27/12/2016,Darrell Wilson,19/01/1993
27/12/2016,Robert Williams,02/04/1993
27/12/2016,Patricia Whitley,08/06/1993
27/12/2016,John Velis,17/06/1993
27/12/2016,Mary Alvarez,20/07/1993
27/12/2016,Nellie Jaynes,02/08/1993
27/12/2016,Judith Sanders,26/08/1993
27/12/2016,Jackie Henson,21/10/1993
27/12/2016,Mary Garret,12/11/1993
27/12/2016,Curtis Degroot,14/11/1993
27/12/2016,Jeffrey Lamb,14/01/1994
27/12/2016,Freda Shepardson,28/02/1994
27/12/2016,Isaac Myers,01/03/1994
27/12/2016,John Bona,22/03/1994
27/12/2016,Mary Laura,09/04/1994
27/12/2016,Maria Troutman,25/04/1994
27/12/2016,William Nork,21/06/1994
27/12/2016,Christina Trujillo,01/07/1994
27/12/2016,Richard Gwinn,09/07/1994
27/12/2016,David Gismondi,21/07/1994
27/12/2016,Vincent Greene,29/07/1994
27/12/2016,Marcellus Hau,24/08/1994
27/12/2016,Emelda Clay,29/08/1994
27/12/2016,Ruby Stott,31/08/1994
27/12/2016,Roberta Shelley,01/09/1994
27/12/2016,James Gantt,10/09/1994
27/12/2016,Richard Davis,16/09/1994
27/12/2016,Inez Ward,20/10/1994
27/12/2016,Nancy Castle,16/11/1994
27/12/2016,Dong Brett,17/11/1994
27/12/2016,Kirby Roberts,26/11/1994
27/12/2016,Rebecca Marusarz,26/11/1994
27/12/2016,Earl Manson,01/12/1994
27/12/2016,Theresa Dixon,28/12/1994
27/12/2016,Martha Peters,09/01/1995
27/12/2016,Brenda Mathis,15/01/1995
27/12/2016,Judith Wyatt,16/01/1995
27/12/2016,Daniel Reed,22/01/1995
27/12/2016,Frances Netherton,08/02/1995
27/12/2016,Rebecca Lynch,25/02/1995
27/12/2016,Ethel Hoeft,05/03/1995
27/12/2016,Adrian Whapham,11/03/1995
27/12/2016,Ann Mcguigan,02/04/1995
27/12/2016,James Richardson,12/04/1995
27/12/2016,Nathaniel Irving,18/04/1995
27/12/2016,Robert Murray,21/04/1995
27/12/2016,Fredrick Acevedo,07/05/1995
27/12/2016,Byron Wafford,21/05/1995
27/12/2016,Walter Chesnutt,24/05/1995
27/12/2016,Leisa Knight,03/06/1995
27/12/2016,Nicholas Acosta,05/06/1995
27/12/2016,Anita Ullrich,16/06/1995
27/12/2016,Lillie Sikes,27/06/1995
27/12/2016,Karla Breaux,10/07/1995
27/12/2016,Adrienne Ruck,13/07/1995
27/12/2016,Patrick Kerley,13/07/1995
27/12/2016,Deborah Rosenfeld,14/07/1995
27/12/2016,Ronald Stovall,18/07/1995
27/12/2016,Douglas Medina,19/07/1995
27/12/2016,Ralph Brisson,26/07/1995
27/12/2016,Margaret Magallanes,07/08/1995
27/12/2016,Thomas Conlon,07/08/1995
27/12/2016,Thomas Cole,11/08/1995
27/12/2016,Kelly Gagnon,18/08/1995
27/12/2016,Peter Romo,25/08/1995
27/12/2016,Coleen Boender,05/09/1995
27/12/2016,Marcia Coleman,08/09/1995
27/12/2016,Wendy Faison,10/09/1995
27/12/2016,James Foltz,13/09/1995
27/12/2016,John Panchik,16/09/1995
27/12/2016,Cynthia Corbin,21/09/1995
27/12/2016,Darlene Cunha,06/10/1995
27/12/2016,Jim Turner,08/10/1995
27/12/2016,Virginia Quarry,13/10/1995
27/12/2016,Kenny Vandervort,17/10/1995
27/12/2016,Virginia Orr,18/10/1995
27/12/2016,Jerry Fritz,19/10/1995
27/12/2016,Kevin Kahalehoe,15/11/1995
27/12/2016,Eula Wright,20/11/1995
27/12/2016,Hulda Nogle,13/12/1995
27/12/2016,Cecilia Slone,14/12/1995
27/12/2016,Vickie Leathers,15/12/1995
27/12/2016,Johnie Johnson,28/12/1995
27/12/2016,Daniel Laster,31/12/1995
27/12/2016,Margaret Hickman,08/01/1996
27/12/2016,Errol Dietrick,11/01/1996
27/12/2016,Steven Woodlin,25/01/1996
27/12/2016,Steven Jones,03/02/1996
27/12/2016,Victor Ortiz,03/02/1996
27/12/2016,Robert Ewing,09/02/1996
27/12/2016,Arlena Raven,11/02/1996
27/12/2016,Jennell Thompson,24/02/1996
27/12/2016,Haley Fundora,02/03/1996
27/12/2016,Laura Smith,05/03/1996
27/12/2016,Linda Gomez,08/03/1996
27/12/2016,Cynthia Barrier,10/03/1996
27/12/2016,Robert Tweed,29/03/1996
27/12/2016,Jean Goldsmith,02/04/1996
27/12/2016,Patricia Nelson,06/04/1996
27/12/2016,James Smith,10/04/1996
27/12/2016,Keith Gienger,10/04/1996
27/12/2016,Sylvia Bailey,10/04/1996
27/12/2016,Sharleen Johnson,17/04/1996
27/12/2016,Joan Robinson,22/04/1996
27/12/2016,Pete Bobb,22/04/1996
27/12/2016,Joseph Smith,25/04/1996
27/12/2016,Henry Torres,02/05/1996
27/12/2016,George Walters,04/05/1996
27/12/2016,Betty Young,15/05/1996
27/12/2016,Cynthia Dominquez,16/05/1996
27/12/2016,Roger Ballance,16/05/1996
27/12/2016,Anthony Moulder,17/05/1996
27/12/2016,Stephanie Malinowski,18/05/1996
27/12/2016,Michael Selfridge,22/05/1996
27/12/2016,Kimberly Fletcher,23/05/1996
27/12/2016,Jennifer Savage,31/05/1996
27/12/2016,Sarah Mckeon,02/06/1996
27/12/2016,Lydia Howard,03/06/1996
27/12/2016,John Green,08/06/1996
27/12/2016,Lisa Hazelwood,14/06/1996
27/12/2016,Brian Lane,16/06/1996
27/12/2016,Henry Brunson,21/06/1996
27/12/2016,Christopher Orgill,24/06/1996
27/12/2016,Jill Marshall,29/06/1996
27/12/2016,Lora Emerald,30/06/1996
27/12/2016,Florine Kim,14/07/1996
27/12/2016,Shayne West,20/07/1996
27/12/2016,Myra Segura,28/07/1996
27/12/2016,Cheryl Harris,30/07/1996
27/12/2016,Melanie Cooke,31/07/1996
27/12/2016,Matthew Foster,04/08/1996
27/12/2016,Leroy Smith,09/08/1996
27/12/2016,James Rainey,13/08/1996
27/12/2016,Dora Sims,15/08/1996
27/12/2016,Vivian Gibson,20/08/1996
27/12/2016,Lucia Davis,22/08/1996
27/12/2016,Phyliss Bisson,22/08/1996
27/12/2016,David Reid,27/08/1996
27/12/2016,Cynthia Allen,29/08/1996
27/12/2016,Michael Walden,03/09/1996
27/12/2016,Arthur Freund,07/09/1996
27/12/2016,Lisa Walker,14/09/1996
27/12/2016,Rhonda Hammond,26/09/1996
27/12/2016,Joshua Braswell,29/09/1996
27/12/2016,Sanford Huffman,02/10/1996
27/12/2016,Cecil Fryer,07/10/1996
27/12/2016,James Cepeda,14/10/1996
27/12/2016,Jane Burton,18/10/1996
27/12/2016,Fred Aderholt,25/10/1996
27/12/2016,Martha Fitzpatrick,04/11/1996
27/12/2016,Judy Livingston,10/11/1996
27/12/2016,Valeria Vickers,12/11/1996
27/12/2016,Susan Medina,17/11/1996
27/12/2016,Christine Victoria,26/11/1996
27/12/2016,Mae Trent,29/11/1996
27/12/2016,Suzanne Larson,02/12/1996
27/12/2016,Kim Redding,03/12/1996
27/12/2016,Dan Saunders,06/12/1996
27/12/2016,Joshua Penttila,08/12/1996
27/12/2016,Christi Macpartland,11/12/1996
27/12/2016,Keith Rains,15/12/1996
27/12/2016,Justin Jackson,17/12/1996
27/12/2016,Gary Arnold,30/12/1996
27/12/2016,Michelle Mcgriff,30/12/1996
27/12/2016,William Bench,04/01/1997
27/12/2016,Cora Gibson,12/01/1997
27/12/2016,Lillian Mcnair,19/01/1997
27/12/2016,Eugene Velo,25/01/1997
27/12/2016,David Graves,03/02/1997
27/12/2016,Lewis Rustrian,25/02/1997
27/12/2016,Nadine Benton,26/02/1997
27/12/2016,Shirley Walter,04/03/1997
27/12/2016,Carolyn Levins,06/03/1997
27/12/2016,Katrina Beasley,06/03/1997
27/12/2016,Carolyn Schimmel,19/03/1997
27/12/2016,Robin Wilson,22/03/1997
27/12/2016,Shanae Platt,24/03/1997
27/12/2016,Louis Rowland,01/04/1997
27/12/2016,Shirley Saucedo,02/04/1997
27/12/2016,Thomas Mann,05/04/1997
27/12/2016,Melissa Balser,11/04/1997
27/12/2016,Adrienne Raney,16/04/1997
27/12/2016,Anthony Scavone,16/04/1997
27/12/2016,Willis Stewart,21/04/1997
27/12/2016,Brad Friedman,06/05/1997
27/12/2016,Josefina Armstrong,06/05/1997
27/12/2016,Charles Crandall,12/05/1997
27/12/2016,Numbers Parton,13/05/1997
27/12/2016,Lawrence Olsen,15/05/1997
27/12/2016,Lisa Gustavson,22/05/1997
27/12/2016,Bruce Killeen,23/05/1997
27/12/2016,James Koval,27/05/1997
27/12/2016,Polly Mujalli,28/05/1997
27/12/2016,Kevin Franklin,31/05/1997
27/12/2016,Alicia Turnage,02/06/1997
27/12/2016,Joseph Franklin,08/06/1997
27/12/2016,Megan Faines,18/06/1997
27/12/2016,Beverly Pimentel,20/06/1997
27/12/2016,Gena Ford,20/06/1997
27/12/2016,Michael Lucas,20/06/1997
27/12/2016,Russell Jordan,11/07/1997
27/12/2016,Esther Swain,12/07/1997
27/12/2016,Morris Thompson,18/07/1997
27/12/2016,Laura Ortiz,23/07/1997
27/12/2016,Ricky Ruiz,27/07/1997
27/12/2016,Lucia Burkett,30/07/1997
27/12/2016,Sheila Litecky,30/07/1997
27/12/2016,Barbara Grams,03/08/1997
27/12/2016,Cheryl Burton,17/08/1997
27/12/2016,Mary Hill,19/08/1997
27/12/2016,Heather Baxter,21/08/1997
27/12/2016,Marsha Kennedy,27/08/1997
27/12/2016,Lucille Bell,07/09/1997
27/12/2016,Kathleen Hellwig,13/09/1997
27/12/2016,Alice Seidel,18/09/1997
27/12/2016,Daniel Guzman,04/10/1997
27/12/2016,Ramon Copper,12/11/1997
27/12/2016,Emanuel Furman,25/11/1997
27/12/2016,Amanda Paquette,14/12/1997
28/12/2016,Gary Mullis,27/11/1989
28/12/2016,Sharon Davis,18/10/1990
28/12/2016,Amanda Darroch,21/10/1990
28/12/2016,Spencer Spencer,13/10/1991
28/12/2016,Steven Estevez,13/01/1992
28/12/2016,Frances Bateman,06/05/1992
28/12/2016,Stacy Judd,02/06/1992
28/12/2016,Joel Heller,10/10/1992
28/12/2016,Darrell Wilson,19/01/1993
28/12/2016,Robert Shepherd,30/03/1993
28/12/2016,Robert Williams,02/04/1993
28/12/2016,Dale Kirkwood,22/05/1993
28/12/2016,Geraldine Arreola,27/05/1993
28/12/2016,Patricia Whitley,08/06/1993
28/12/2016,John Velis,17/06/1993
28/12/2016,Judith Sanders,26/08/1993
28/12/2016,Allison Larsen,16/10/1993
28/12/2016,Joaquin Gist,12/11/1993
28/12/2016,Karen Keeney,25/12/1993
28/12/2016,Jeffrey Lamb,14/01/1994
28/12/2016,Lettie Bloom,15/03/1994
28/12/2016,Antonio Woosley,26/03/1994
28/12/2016,Mary Laura,09/04/1994
28/12/2016,Nick Cropsey,04/05/1994
28/12/2016,Richard Gwinn,09/07/1994
28/12/2016,Vincent Greene,29/07/1994
28/12/2016,Marcellus Hau,24/08/1994
28/12/2016,Janice Mcnatt,28/08/1994
28/12/2016,Roberta Shelley,01/09/1994
28/12/2016,James Gantt,10/09/1994
28/12/2016,Joann Dimick,09/10/1994
28/12/2016,Inez Ward,20/10/1994
28/12/2016,Michael Tade,17/11/1994
28/12/2016,Kirby Roberts,26/11/1994
28/12/2016,Rebecca Marusarz,26/11/1994
28/12/2016,John Shipman,09/12/1994
28/12/2016,Wai Houlahan,11/12/1994
28/12/2016,Barbara Mchale,19/12/1994
28/12/2016,John Thompson,17/01/1995
28/12/2016,Daniel Reed,22/01/1995
28/12/2016,Frances Netherton,08/02/1995
28/12/2016,Marcus Jones,09/03/1995
28/12/2016,Nathaniel Irving,18/04/1995
28/12/2016,Robert Murray,21/04/1995
28/12/2016,Lyle Hemenway,03/05/1995
28/12/2016,Zofia Treinen,06/05/1995
28/12/2016,Fredrick Acevedo,07/05/1995
28/12/2016,Walter Chesnutt,24/05/1995
28/12/2016,Lillie Sikes,27/06/1995
28/12/2016,Brenda Miller,03/07/1995
28/12/2016,Adrienne Ruck,13/07/1995
28/12/2016,Robert Haine,14/07/1995
28/12/2016,Ronald Stovall,18/07/1995
28/12/2016,Margaret Magallanes,07/08/1995
28/12/2016,Brenda Baker,16/08/1995
28/12/2016,Kathryn Chapman,18/08/1995
28/12/2016,Kelly Gagnon,18/08/1995
28/12/2016,Tom Jackson,29/08/1995
28/12/2016,Margarita Sanchez,30/08/1995
28/12/2016,Amy Cass,31/08/1995
28/12/2016,Wendy Faison,10/09/1995
28/12/2016,Cynthia Corbin,21/09/1995
28/12/2016,Mark Dessert,24/09/1995
28/12/2016,Thaddeus Diaz,09/10/1995
28/12/2016,Edward Brown,11/10/1995
28/12/2016,Todd Thompson,13/10/1995
28/12/2016,Virginia Quarry,13/10/1995
28/12/2016,Jerry Fritz,19/10/1995
28/12/2016,Jose Byassee,24/10/1995
28/12/2016,James Burns,27/10/1995
28/12/2016,Mark Murphy,15/11/1995
28/12/2016,Ivan Huertas,16/11/1995
28/12/2016,Betty Kessler,17/11/1995
28/12/2016,Eula Wright,20/11/1995
28/12/2016,Guillermo Johnson,10/12/1995
28/12/2016,Cecilia Slone,14/12/1995
28/12/2016,Joseph Hirneise,18/12/1995
28/12/2016,Daniel Laster,31/12/1995
28/12/2016,Ronald Snook,03/01/1996
28/12/2016,Margaret Hickman,08/01/1996
28/12/2016,Errol Dietrick,11/01/1996
28/12/2016,Susan Hart,13/01/1996
28/12/2016,Steven Woodlin,25/01/1996
28/12/2016,Tristan Chen,01/02/1996
